domain,privacy_url,status,screenshot_file,title,text_length,error
101tech.sa,https://101tech.sa/privacy-policy,success,101tech_sa.png,Privacy policy,4793,
10k.com.sa,https://10k.com.sa/privacy,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://10k.com.sa/privacy"", waiting until ""domcontentloaded""
"
123co.sa,https://123co.sa/privacy-policy/,success,123co_sa.png,"privacy policy – شركة واحد اثنين ثلاثة التجارية – One Two Three Co,Ltd.",0,
12cups.com.sa,https://12cups.com.sa/ar-us/blogs/privacy-policy,success,12cups_com_sa.png,سياسة الخصوصية,3256,
180degrees.sa,https://180degrees.sa/ar/about-us,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://180degrees.sa/ar/about-us"", waiting until ""domcontentloaded""
"
1k.sa,https://1k.sa/blogs/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,1k_sa.png,سياسة الخصوصيّة,2231,
1stc.sa,https://www.1stc.sa/page/privacy-policy,success,1stc_sa.png,منصة المبدأ الأول1stc.sa | سياسة الخصوصية,3224,
1stconcept.edu.sa,https://1stc.sa/page/privacy-policy,success,1stconcept_edu_sa.png,منصة المبدأ الأول1stc.sa | سياسة الخصوصية,3224,
1step.com.sa,https://1step.com.sa/pages/privacy-policy,success,1step_com_sa.png,,829,
24.com.sa,https://www.24.com.sa/usage_and_privacy_agreement,success,24_com_sa.png,اتفاقية الاستخدام والخصوصية | تطبيق سوق العقار 24,17968,
2tex.com.sa,https://2tex.com.sa/pages/privacy-policy,success,2tex_com_sa.png,سياسة الخصوصية,4107,
2trendy.sa,https://2trendy.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/page-1349466260,failed,,,0,HTTP 403
30days.com.sa,https://30days.com.sa/ar/privacy-policy/,failed,,,0,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://30days.com.sa/ar/privacy-policy/
Call log:
  - navigating to ""https://30days.com.sa/ar/privacy-policy/"", waiting until ""domcontentloaded""
"
3baq.com.sa,https://web.3baq.com.sa/ar/privacy,success,3baq_com_sa.png,عبق التعلم,2333,
3dmco.com.sa,https://3dmco.com.sa/privacy/,success,3dmco_com_sa.png,Privacy - 3dmco.com.sa,13695,
3lines.com.sa,https://3lines.com.sa/en/legal/privacy-policy,success,3lines_com_sa.png,Privacy Policy | Three Lines,5190,
3m.com.sa,https://www.3m.com.sa/3M/en_SA/company-mea/privacy-policy/,failed,,,0,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.3m.com.sa/3M/en_SA/company-mea/privacy-policy/
Call log:
  - navigating to ""https://www.3m.com.sa/3M/en_SA/company-mea/privacy-policy/"", waiting"
3sixty.sa,https://3sixty.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,3sixty_sa.png,سياسة الخصوصية ThreeSixty | حماية بياناتك وحقوقك,2204,
4data.com.sa,https://www.4data.com.sa/privacy-policy/,success,4data_com_sa.png,,4210,
4mal.sa,https://4mal.sa/,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://4mal.sa/"", waiting until ""domcontentloaded""
"
4mass.sa,https://4mass.sa/pages/privacy-policy,success,4mass_sa.png,سياسة الخصوصية,7756,
4visions.com.sa,https://4visions.com.sa/privacy-policy-2/,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://4visions.com.sa/privacy-policy-2/"", waiting until ""domcontentloaded""
"
4w.com.sa,https://4w.com.sa/policies/privacy-policy,success,4w_com_sa.png,سياسة الخصوصية – Alajlat Alarbah,605,
4x4.sa,https://www.4x4.sa/privacy-policy/,success,4x4_sa.png,Privacy Policy - 4x4,1773,
5050.com.sa,https://www.5050.com.sa/terms-conditions,success,5050_com_sa.png,5050 العقارية - سياسة الخصوصية,1786,
6degrees.com.sa,https://6degrees.com.sa/ar/privacy-policy,failed,,,0,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://6degrees.com.sa/ar/privacy-policy
Call log:
  - navigating to ""https://6degrees.com.sa/ar/privacy-policy"", waiting until ""domcontentloaded""
"
7arf.sa,https://7arf.sa/pages/privacy-policy,success,7arf_sa.png,سياسة الخصوصية,1376,
7fix.sa,https://www.7fix.sa/privacy,success,7fix_sa.png,سياسة الخصوصية | 7Fix B2B - سڤن فكس للأعمال,2044,
7s.com.sa,https://7s.com.sa/privacy-policy/,success,7s_com_sa.png,سياسة الخصوصية - الموقف السابع,1570,
7ways.com.sa,https://prowpmechanic.com/lms/privacy-policy/,failed,,,0,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://prowpmechanic.com/lms/privacy-policy/
Call log:
  - navigating to ""https://prowpmechanic.com/lms/privacy-policy/"", waiting until ""domcontentloaded""
"
8host.sa,https://8host.sa/,success,8host_sa.png,الاستضافة الثامنة - البوابة الرئيسية,5366,
910ths.sa,https://www.910ths.sa/privacy-policy,success,910ths_sa.png,تسعة أعشار | نمكنك لتنمو,13726,
96marketing.com.sa,https://96marketing.com.sa/,success,96marketing_com_sa.png,أفضل شركة تسويق وخدمات الاعمال – شركة تسويق وخدمات الأعمال رائدة في السعودية تقدم حلولًا متكاملة ومبتكرة لتحسين العلامة التجارية وتعزيز وجودها في السوق. نحن متخصصون في تطوير استراتيجيات فعّالة وبناء حلول ذكية تلبي احتياجات الشركات في مختلف القطاعات، مما يساعدها على التميز والنمو في بيئة العمل التنافسية.,3213,
998.gov.sa,https://998.gov.sa/ar/SitePages/Terms/,success,998_gov_sa.png,Terms - الدفاع المدني السعودي,2062,
a-1fencearabia.com.sa,https://www.a-1fencearabia.com.sa/privacy-policy,success,a-1fencearabia_com_sa.png,Integrated Perimeter Security Solutions Provider in Saudi Arabia | A-1 Fence,515,
a-c.sa,https://a-c.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%88%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/page-1379342388,failed,,,0,HTTP 403
a-z.com.sa,https://www.a-z.com.sa/privacy/,success,a-z_com_sa.png,Privacy - استشارات إدارية متكاملة | A-Z,32,
aa.edu.sa,https://aa.edu.sa/privacy-policy/,success,aa_edu_sa.png,سياسة الخصوصية – الصروح الذكية,2369,
aaa.edu.sa,https://aaa.edu.sa/ar/privacy-policy/,success,aaa_edu_sa.png,Privacy Policy – Assrooh Athakiyah,2780,
aacl.com.sa,https://www.cpanel.net/privacy-policy/,success,aacl_com_sa.png,WebPros Privacy Policy & Data Protection Terms | cPanel,20888,
aacpa.com.sa,https://www.aacpa.com.sa/privacy-policy,success,aacpa_com_sa.png,Privacy Policy | Associated Accountants | Saudi Arabia,127,
aadg.com.sa,https://www.aadg.com.sa/privacy/,failed,,,0,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.aadg.com.sa/privacy/
Call log:
  - navigating to ""https://www.aadg.com.sa/privacy/"", waiting until ""domcontentloaded""
"
aaist.com.sa,https://aaist.com.sa/privacy-policy/,success,aaist_com_sa.png,Privacy Policy | Arabian Asyaaf,3504,
aait.sa,https://aait.sa/,success,aait_sa.png,أوامر الشبكة شركة برمجيات في الرياض | تحويل أفكارك إلى حلول برمجية ناجحة,2694,
aajil.sa,https://www.aajil.sa/privacy-policy,success,aajil_sa.png,Privacy Policy,8930,
aamal.sa,https://aamal.sa/how-to-use-credit-cards-for-anonymity-a-complete-guide/,success,aamal_sa.png,| How to Use Credit Cards for Anonymity: A Complete Guide,20661,
aamalsoft.com.sa,https://www.aamalsoft.com.sa/Privacy-Page,success,aamalsoft_com_sa.png,الخصوصية,9795,
aamar.sa,https://aamar.sa/ar/terms,success,aamar_sa.png,شروط عمار - Aamar,7159,
aamc.sa,https://www.aamc.sa/privacy-policy,success,aamc_sa.png,Privacy Policy | Al Nawras Arabia Medical Co.,13946,
aasc.sa,https://aasc.sa/privacy-policy/,success,aasc_sa.png,Privacy Policy - الحلول الذهبية,3514,
aay.sa,https://aay.sa/privacy-policy/,success,aay_sa.png,الخصوصية - احمد عبدالعزيز يحيى الزهراني,3605,
ab-card.sa,https://ab-card.com.sa/privacy-policy/,success,ab-card_sa.png,Privacy Policy - AB CARD | متجر بطاقات رقمية,2846,
abaaq.org.sa,https://abaaq.com.sa/privacy,failed,,,0,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://abaaq.com.sa/privacy
Call log:
  - navigating to ""https://abaaq.com.sa/privacy"", waiting until ""domcontentloaded""
"
ababtain.com.sa,https://ababtain.com.sa/east_libraries/32048/2021/08/07/,success,ababtain_com_sa.png,خصوصية الإبداع في الشعر الإسلامي المعاصر - دراسة نقدية تحليلية - مؤسسة عبدالله بن محمد أبابطين الثقافية,245,
abadc.com.sa,https://www.abadc.com.sa/policies/,success,abadc_com_sa.png,Policies,705,
abadnet.com.sa,https://www.abadnet.com.sa/terms-conditions,success,abadnet_com_sa.png,terms-conditions,2515,
abajur.sa,https://abajur.sa/ar/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-2/page-534312304,failed,,,0,HTTP 403
abana.com.sa,https://store.abana.com.sa/privacy-notice,success,abana_com_sa.png,ABANA Store.Privacy notice,107,
abareq.org.sa,https://www.abareq.org.sa/pages/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,abareq_org_sa.png,سياسة الخصوصية | جمعية أبارق للخدمات الإنسانية,3518,
abayathread.com.sa,https://abayathread.com.sa/privacy-policy-2/,success,abayathread_com_sa.png,سياسة الخصوصية - عباية ثريد,4052,
abb.com.sa,https://www.abb.com/global/en/company/privacy,failed,,,0,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.abb.com/global/en/company/privacy
Call log:
  - navigating to ""https://www.abb.com/global/en/company/privacy"", waiting until ""domcontentloaded""
"
abce.com.sa,https://www.abce.com.sa/privacy_statement.php,success,abce_com_sa.png,ALBAWARDY CONSULTING ENGINEERS,2567,
abdal.sa,https://abdal.sa/pages/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,abdal_sa.png,سياسة الخصوصية,3934,
abdulaziz.com.sa,https://www.abdulaziz.com.sa/privacy,success,abdulaziz_com_sa.png,متجر عبدالعزيز لمواد البناء | سياسة الخصوصية,1579,
abdulhadi7.sa,https://abdulhadi7.sa/privacy/,success,abdulhadi7_sa.png,Privacy Policy – د. عبدالهادي العتيبي,216,
abena.com.sa,https://www.abena.com/,success,abena_com_sa.png,ABENA | Your Global Partner in Trusted Solutions Since 1953,8554,
abhacci.org.sa,https://www.abhacci.org.sa/Home/Privacy,success,abhacci_org_sa.png,- AbhaWebSite,3637,
abhafc.sa,https://www.abhafc.sa/privacy,success,abhafc_sa.png,أبها | الصفحة الرئيسية,2373,
abhi.sa,https://abhi.sa/cookies-policy/,success,abhi_sa.png,Cookies Policy - Abhi - Salary Redefined,8948,
abibakralwajh.org.sa,https://www.abibakralwajh.org.sa/privacy/,success,abibakralwajh_org_sa.png,جمعية أبي بكر الصديق الخيرية بمحافظة الوجه,2487,
ability-tec.com.sa,https://ability-tec.com.sa/policies/privacy-policy,success,ability-tec_com_sa.png,Privacy policy – Ability,14403,
abjadeyah.edu.sa,https://www.abjadeyah.edu.sa/pages/privacy-policy,success,abjadeyah_edu_sa.png,Privacy Policy | معهد أبجدية العالي للتدريب,3907,
abmsate.com.sa,https://abmsate.com.sa/privacy-policy-copy/,success,abmsate_com_sa.png,Terms of Use - Arabian Business Machines,15316,
abna.org.sa,https://abnaa-sa.org/Web/download/Data_privacy_policy.pdf,failed,,,0,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://abnaa-sa.org/Web/download/Data_privacy_policy.pdf
Call log:
  - navigating to ""https://abnaa-sa.org/Web/download/Data_privacy_policy.pdf"", waiting unti"
abnawuna.org.sa,https://www.abnawuna.org.sa/privacy-policy/,success,abnawuna_org_sa.png,سياسة الخصوصية | جمعية أبناؤنا لرعاية الأيتام,3515,
abqa.org.sa,https://abqa.org.sa/%D8%A7%D9%84%D8%A3%D9%86%D8%B8%D9%85%D8%A9-%D9%88%D8%A7%D9%84%D9%84%D9%88%D8%A7%D8%A6%D8%AD/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA/,success,abqa_org_sa.png,سياسة خصوصية البيانات – جمعية أبقى للخدمات والاستشارات الوقفية,5523,
abrar.com.sa,https://abrars.co/privacy-policy/,success,abrar_com_sa.png,Privacy Policy | Abrar Communications,2564,
abudiyab.com.sa,https://www.abudiyab.com.sa/privacy,failed,,,0,HTTP 404
abujabal.sa,https://abujabal.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://abujabal.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/"", waiting until ""domcontentloaded"
abyati.sa,https://abyati.sa/ar/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/page-1878097883,failed,,,0,HTTP 403
acac.org.sa,https://acac.org.sa/,success,acac_org_sa.png,جمعية رعاية الرياضيين الخيرية,1318,
acbr.org.sa,https://acbr.org.sa/laws/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D9%8A%D8%A9/,success,acbr_org_sa.png,سياسة مكافحة تمويل الإرهاب وغسل الأموال - الجمعية التعاونية للنحالين برجال المع,1021,
acc.net.sa,https://www.acc.net.sa/privacy-policy,success,acc_net_sa.png,سياسة الخصوصية | ASSAB,5102,
accel.sa,https://www.accel.sa/privacy-notice/,success,accel_sa.png,Privacy Notice | ACCEL SA International,2500,
accumed.sa,https://www.accumed.sa/ar,success,accumed_sa.png,Accumed,1845,
accuratesystems.com.sa,https://accuratesystems.com.sa/privacy-policy/,success,accuratesystems_com_sa.png,Privacy Policy - Accurate System,1938,
acebrokers.com.sa,https://ace-gallagherbrokers.com/service/,success,acebrokers_com_sa.png,Services – ACE Gallagher Insurance Brokers,1562,
aceconsult.com.sa,https://ace-gallagherconsultants.com/service/,success,aceconsult_com_sa.png,Services – ACE Gallagher Insurance Consultants,1785,
aces.edu.sa,https://ataa.sa/privacy-policy/,success,aces_edu_sa.png,Privacy Policy - عطاء التعليمية,4622,
acg.sa,https://acg.sa/privacy-policy/,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://acg.sa/privacy-policy/"", waiting until ""domcontentloaded""
"
acgc.com.sa,https://acgc.com.sa/privacy-policy/,success,acgc_com_sa.png,Privacy Policy - Arabian Castles for General Contracting,1524,
achieveone.sa,https://aone.sa/,success,achieveone_sa.png,"Aone, where solution begin",1945,
acino.com.sa,https://acino.com.sa/privacy/,success,acino_com_sa.png,Privacy | Acino,28284,
acp.gov.sa,https://www.acp.gov.sa/privacy-policy,success,acp_gov_sa.png,Privacy Policy | ACP,12388,
acpa.sa,https://acpa.sa/,success,acpa_sa.png,مكتب عبدالله المزيني - محاسبون ومراجعون قانونيون,1213,
acubeinfotech.sa,https://acubeinfotech.sa/privacy-policy/,success,acubeinfotech_sa.png,Privacy Policy | Acube Infotech Saudi Arabia,6802,
ad.net.sa,https://ad.net.sa/,success,ad_net_sa.png,Home - Advanced Digital,837,
adaa.gov.sa,https://www.adaa.gov.sa/,success,adaa_gov_sa.png,المركز الوطني لقياس أداء الأجهزة العامة,1636,
adam.com.sa,https://www.adam.com.sa/ar/privacy,success,adam_com_sa.png,سياسة الخصوصية - موقع آدم,3192,
adawaty.com.sa,https://adawaty.com.sa/pages/privacy-policy,success,adawaty_com_sa.png,سياسة الخصوصية,2927,
aday.sa,https://aday.sa/privacy-policy/,success,aday_sa.png,أدائي | Aday - أدائي | Aday,156,
adc1.com.sa,https://www.adc1.com.sa/privacy-policy,success,adc1_com_sa.png,Privacy Policy for ADC,2655,
additionalsolutions.com.sa,https://policies.google.com/privacy,success,additionalsolutions_com_sa.png,سياسة الخصوصية – الخصوصية والبنود – Google,35552,
adeb.sa,https://adeb.sa/en/privacy-policy,success,adeb_sa.png,Adeb App | Privacy Policy,4625,
adeed.com.sa,https://adeed.com.sa/privacy_policy,success,adeed_com_sa.png,عضيد للاستشارات القانونية | سياسة الخصوصية,2847,
adel.edu.sa,https://www.adel.edu.sa/news-details.php?id=13,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://www.adel.edu.sa/news-details.php?id=13"", waiting until ""domcontentloaded""
"
adeng.com.sa,http://www.adeng.com.sa/our-privacy,failed,,,0,"Page.goto: net::ERR_EMPTY_RESPONSE at http://www.adeng.com.sa/our-privacy
Call log:
  - navigating to ""http://www.adeng.com.sa/our-privacy"", waiting until ""domcontentloaded""
"
adf.gov.sa,https://www.adf.gov.sa/ar/CreditServices/LoansPolicy/Pages/default.aspx,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://www.adf.gov.sa/ar/CreditServices/LoansPolicy/Pages/default.aspx"", waiting until ""domcontentloaded""
"
adfa.sa,https://www.adfa.sa/terms-condition.html,success,adfa_sa.png,ADFA Contracting,1500,
adfaz.net.sa,https://adfaz.net.sa/pages/refund-exchange-policy,success,adfaz_net_sa.png,القوانين وسياسة الخصوصية والاسترجاع,2263,
adhwa.sa,https://www.adhwa.sa/842540/,failed,,,0,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.adhwa.sa/842540/
Call log:
  - navigating to ""https://www.adhwa.sa/842540/"", waiting until ""domcontentloaded""
"
adl1lawfirm.com.sa,https://adl1lawfirm.com.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,adl1lawfirm_com_sa.png,سياسة الخصوصية - شركة عدل الأولى - محامون ومستشارون,3568,
adlinemedia.sa,https://www.adlinemedia.sa/privacy-policy,success,adlinemedia_sa.png,Adline Media - About Us,1972,
admin.sa,https://admin.sa/privacy-policy,success,admin_sa.png,سياسة الخصوصية • شركة أدمن للاستشارات المهنية,2176,
adowaalshamel.com.sa,https://adowaalshamel.com.sa/privacy-policy/,success,adowaalshamel_com_sa.png,Privacy Policy - Adowa Alshamel,1363,
adrak.com.sa,https://adrak.com.sa/policies/privacy-policy,success,adrak_com_sa.png,سياسة الخصوصية – محامص ادراك,5176,
adv-motors.sa,https://www.adv-motors.sa/privacy,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://www.adv-motors.sa/privacy"", waiting until ""domcontentloaded""
"
advancecore.com.sa,https://advancecore.com.sa/en/privacy-policy/,success,advancecore_com_sa.png,Privacy Policy - ACT,3338,
advancedluxury.com.sa,https://advancedluxury.com.sa/terms-of-use/,success,advancedluxury_com_sa.png,Privacy Policy – Advanced Luxury,19108,
advmotors.sa,https://advmotors.sa/privacy-policy/,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://advmotors.sa/privacy-policy/"", waiting until ""domcontentloaded""
"
advsto.sa,https://advsto.sa/blogs/%D8%B4%D8%B1%D9%88%D8%B7-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85,success,advsto_sa.png,شروط الاستخدام,7066,
adwa.edu.sa,https://www.adwa.edu.sa/privacy.php,success,adwa_edu_sa.png,معهد أضواء السلامة العالي للتدريب,2123,
adwa.med.sa,https://adwa.med.sa/privacy/,success,adwa_med_sa.png,Privacy - adwa.med.sa,11450,
adwaataibah.sa,https://www.adwaataibah.sa/privacy,success,adwaataibah_sa.png,Adhwaa Taibah Clinic,7762,
ae.com.sa,https://ae.com.sa/privacy-policy/,failed,,,0,HTTP 403
aecc.sa,https://www.aecc.sa/privacy-policy,failed,,,0,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://www.aecc.sa/privacy-policy
Call log:
  - navigating to ""https://www.aecc.sa/privacy-policy"", waiting until ""domcontentloaded""
"
ael.org.sa,https://ael.org.sa/privacy-policy/,success,ael_org_sa.png,سياسة الخصوصية - جمعية عائل للرعاية الأسرية,8046,
aet.edu.sa,https://aet.edu.sa/privacy-policy/,success,aet_edu_sa.png,سياسة الخصوصية - مركز أعتماد النخبة,3384,
afaq.org.sa,https://www.afaq.org.sa/governance/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA/?year=2022,success,afaq_org_sa.png,سياسة خصوصية البيانات | جمعية آفاق للتنمية المجتمعية,900,
afaqsystems.com.sa,https://afaqe.sa/ar/privacy-and-shipping-policy/page-493109193,failed,,,0,HTTP 403
afco.com.sa,https://www.afco.com.sa/privacy/,success,afco_com_sa.png,Privacy - afco.com.sa,14250,
afco.sa,https://www.afco.sa/legal/privacy-policy,success,afco_sa.png,Privacy Policy - AFCO,3585,
afd.org.sa,https://afd.org.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA/,success,afd_org_sa.png,سياسة خصوصية البيانات – الجمعية الدعوية للصم,1221,
afexlogistics.com.sa,https://afexlogistics.com.sa/privacy-policy/,success,afexlogistics_com_sa.png,Privacy Policy – Afex Logistics,14414,
aff.org.sa,https://www.aff.org.sa/privacy/,success,aff_org_sa.png,جمعية عفف الخيرية بالليث,3813,
afico.com.sa,https://www.afico.com.sa/en/privacy-policy,success,afico_com_sa.png,"Insulation, Fiberglass, afico, Thermal, acoustical, saudi arabia, Midle East, building solution, hvac solution, oil and gas solution, oem solution",1111,
afif-dawah.org.sa,https://www.afif-dawah.org.sa/privacy/,success,afif-dawah_org_sa.png,‏جمعية الدعوة والإرشاد وتوعية الجاليات بمحافظة عفيف,3178,
afirobotics.com.sa,https://afirobotics.com.sa/privacy-policy-2/,success,afirobotics_com_sa.png,Privacy Policy - AFI Robotics,3643,
aflajcare.org.sa,https://www.aflajcare.org.sa/privacy/,success,aflajcare_org_sa.png,جمعية رعاية المرضى بمحافظة الأفلاج,1902,
aflajquran.sa,https://www.aflajquran.sa/index.php/privacy-policy,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://www.aflajquran.sa/index.php/privacy-policy"", waiting until ""domcontentloaded""
"
aflath.org.sa,https://www.aflath.org.sa/pages/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-/,success,aflath_org_sa.png,سياسة الخصوصية | جمعية أفلاذ لتنمية الطفل,5769,
afr.com.sa,https://www.afr.com.sa/privacy.php,success,afr_com_sa.png,AFR | By True.Sys,430,
afthath.com.sa,https://afthath.com.sa/privacy-policy/,success,afthath_com_sa.png,سياسة الخصوصية - afthath ERP,4120,
agaecau.org.sa,https://www.agaecau.org.sa/pages/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA/,success,agaecau_org_sa.png,سياسة خصوصية البيانات | جمعية الدعوة والارشاد وتوعية الجاليات في المعذر و ام الحمام,603,
agc-obeikanglass.com.sa,https://agc-obeikanglass.com.sa/cookie-policy/,success,agc-obeikanglass_com_sa.png,Cookie policy,6058,
agd.sa,https://agd.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,agd_sa.png,سياسة الخصوصية عقد ايجار,348,
agility.sa,https://arabthon.com/?C=Arabthon.comPrivacyPolicy,success,agility_sa.png,ماراثون الأفكار العربيّة - سياسة الخصوصية,6059,
agri.com.sa,https://agri.com.sa/ar/privacy-policy-ar/,success,agri_com_sa.png,Privacy Policy - سياسة خاصة - Agri,1549,
agriserv.sa,https://agriserv.sa/policy,success,agriserv_sa.png,الشركة الوطنية للخدمات الزراعية | سياسة الخصوصية,4430,
agrocop.sa,https://agrocop.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA/,success,agrocop_sa.png,الجمعية التعاونية الزراعية بالدمام | سياسة خصوصية البيانات,268,
ags.sch.sa,https://ags.sch.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,ags_sch_sa.png,سياسة الخصوصية - Arrowad Global Schools,1118,
ahad.sa,https://ahad.sa/privacy-policy/,success,ahad_sa.png,عهد | Privacy Policy,1599,
ahd.sa,https://ahd.sa/privacy-policy,failed,,,0,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://ahd.sa/privacy-policy
Call log:
  - navigating to ""https://ahd.sa/privacy-policy"", waiting until ""domcontentloaded""
"
ahg.com.sa,https://www.ahg.com.sa/privacy.html,success,ahg_com_sa.png,AHG - Industrial Gases & Equipment,0,
ahlamkm.com.sa,https://ahlamkm.com.sa/privacy-policy-2,failed,,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://ahlamkm.com.sa/privacy-policy-2"", waiting until ""domcontentloaded""
"
ahmadighamdilawfirm.com.sa,https://www.talawfirm.sa/,success,ahmadighamdilawfirm_com_sa.png,شركة طلال الأحمدي وعبد الله الغامدي للمحاماة,7048,
ahoy.com.sa,https://www.ahoy.com.sa/privacy-policy,success,ahoy_com_sa.png,Privacy Policy | AHOY,13346,
ahoy.sa,https://www.ahoy.sa/privacy-policy,success,ahoy_sa.png,Privacy Policy | AHOY,13346,
ahsa-dev.com.sa,https://ayyan.com.sa/privacy-policy/,success,ahsa-dev_com_sa.png,سياسة الخصوصية – أيان للاستثمار,3145,
ahsaber.org.sa,https://ahsaber.org.sa/pocip/poinfort/,failed,,,0,HTTP 403
ahsn-hdith-q.sa,https://www.ahsn-hdith-q.sa/privacy.html,success,ahsn-hdith-q_sa.png,,3879,
ahtti.sa,https://www.ahtti.sa/privacy.php,success,ahtti_sa.png,معهد الوطن التقني العالي للتدريب,1778,
